iter	Logloss
502	0.2383035115
503	0.2382784643
504	0.2382106143
505	0.2381064362
506	0.2380364883
507	0.2379602848
508	0.2378897527
509	0.2377663519
510	0.2376983584
511	0.2376618323
512	0.2375846155
513	0.2375632504
514	0.2375435939
515	0.2374621119
516	0.237384821
517	0.2373251463
518	0.2372686617
519	0.2372079844
520	0.2371250142
521	0.2370281175
522	0.2369856232
523	0.2369684488
524	0.2368498007
525	0.2367675078
526	0.2366511471
527	0.2365788008
528	0.2364303497
529	0.2363224032
530	0.2362239808
531	0.2362020317
532	0.236076339
533	0.2359924639
534	0.2359008747
535	0.2358199718
536	0.2357319045
537	0.2357134154
538	0.2356234656
539	0.2355721203
540	0.2354007756
541	0.2353864761
542	0.2353010969
543	0.2352343216
544	0.235137332
545	0.2351155962
546	0.235097344
547	0.235061794
548	0.2349952608
549	0.2349152909
550	0.2347924851
551	0.2346970367
552	0.2345733296
553	0.2345606312
554	0.2344627628
555	0.2343667558
556	0.2342803228
557	0.2342274601
558	0.2341822037
559	0.2341095196
560	0.2340419979
561	0.233956715
562	0.2338771123
563	0.2337844239
564	0.2336793923
565	0.2335801733
566	0.2335658136
567	0.2334632969
568	0.2333491367
569	0.233260682
570	0.2331643226
571	0.2330659225
572	0.2329817576
573	0.2329124432
574	0.2327851397
575	0.2327659757
576	0.2326780768
577	0.2326171964
578	0.2325580408
579	0.2324549098
580	0.23241234
581	0.232336589
582	0.2322741642
583	0.2322116325
584	0.2321133159
585	0.2320564381
586	0.2320385084
587	0.2319665444
588	0.2318866801
589	0.2318188752
590	0.2317448214
591	0.2316857809
592	0.2316034222
593	0.2315438543
594	0.231446839
595	0.2313236808
596	0.2311935131
597	0.231115191
598	0.2310268917
599	0.2309968912
600	0.2309064036
601	0.2308472858
602	0.2307213936
603	0.230647416
604	0.2305356341
605	0.2304580135
606	0.2304217513
607	0.230356859
608	0.230257841
609	0.2301462548
610	0.2300962234
611	0.230034274
612	0.2300209459
613	0.2299141879
614	0.2298391361
615	0.229757818
616	0.2296993047
617	0.2296308156
618	0.2295336803
619	0.2294354
620	0.2293175586
621	0.2292016193
622	0.2291771715
623	0.229093352
624	0.2289496045
625	0.2288743647
626	0.2288178884
627	0.2287411182
628	0.2286605421
629	0.228587753
630	0.2285090249
631	0.2284731215
632	0.2283943836
633	0.2282910708
634	0.2281806466
635	0.2280705281
636	0.2279851013
637	0.227915591
638	0.227776238
639	0.227701606
640	0.2275955317
641	0.2275388653
642	0.2274352364
643	0.227346847
644	0.2272476369
645	0.2272007885
646	0.2270788472
647	0.2270255619
648	0.2270095047
649	0.2269556862
650	0.2269012485
651	0.2268170055
652	0.2267351369
653	0.2267271277
654	0.2266115359
655	0.2265452951
656	0.2265123893
657	0.2264191958
658	0.2263150058
659	0.2262898486
660	0.2262122018
661	0.226090845
662	0.2260228602
663	0.2259056124
664	0.2258245904
665	0.2257896902
666	0.225747048
667	0.2256600185
668	0.225654018
669	0.2255662068
670	0.2254528831
671	0.2254415577
672	0.2253655299
673	0.2252917336
674	0.2251884834
675	0.2251288139
676	0.2250499675
677	0.2249889953
678	0.224983275
679	0.2249816019
680	0.2249216885
681	0.2248522955
682	0.2247843893
683	0.2247284429
684	0.2246699447
685	0.2245703852
686	0.2245060091
687	0.2244193831
688	0.2244177814
689	0.2243498937
690	0.2242705726
691	0.224187211
692	0.2240944343
693	0.2239951506
694	0.2239936019
695	0.2239436855
696	0.2239262646
697	0.2239208464
698	0.2238605342
699	0.2238553607
700	0.223754302
701	0.2237124628
702	0.2235893346
703	0.2234459502
704	0.2233973274
705	0.2232918064
706	0.22319683
707	0.2230948423
708	0.2230276341
709	0.2229618328
710	0.2228989252
711	0.2228939469
712	0.2228164966
713	0.2227881789
714	0.2227008541
715	0.2225798603
716	0.2224643213
717	0.2224071833
718	0.2222667425
719	0.2222271827
720	0.22220034
721	0.2220767191
722	0.2220245908
723	0.2219709986
724	0.2219124364
725	0.2218351296
726	0.2217391044
727	0.221730798
728	0.2216186974
729	0.2215237801
730	0.2214391546
731	0.2213852633
732	0.2213127982
733	0.2212233178
734	0.2211485025
735	0.2210875152
736	0.2210228259
737	0.2209627804
738	0.2209367935
739	0.220864094
740	0.2208261699
741	0.2207624464
742	0.2207420794
743	0.2206663538
744	0.2205368814
745	0.2204291467
746	0.2203474587
747	0.2202827427
748	0.2201925157
749	0.2201107795
750	0.2200484535
751	0.220029116
752	0.219899805
753	0.2198188071
754	0.219740145
755	0.2196911189
756	0.2195255996
757	0.2194379058
758	0.2193531315
759	0.2192768885
760	0.2191912444
761	0.2191310479
762	0.2190686868
763	0.2189583725
764	0.2189016345
765	0.2188072377
766	0.2187773205
767	0.2187536288
768	0.2186508908
769	0.2185234809
770	0.2184987199
771	0.2184030617
772	0.2183639303
773	0.2183175178
774	0.2182530871
775	0.2182052414
776	0.2180964574
777	0.2180518338
778	0.2179550796
779	0.217841099
780	0.2177485307
781	0.2176810397
782	0.2176142761
783	0.217609834
784	0.2175130933
785	0.2174180342
786	0.2173499084
787	0.2172698559
788	0.2172121822
789	0.2171760417
790	0.2170812373
791	0.2169944923
792	0.2169288133
793	0.2168458336
794	0.2167874303
795	0.216716186
796	0.2166482426
797	0.2165608697
798	0.2165595608
799	0.2165275452
800	0.2165234325
801	0.2164170324
802	0.2163434168
803	0.216285975
804	0.2162248032
805	0.2161486392
806	0.2160883565
807	0.2160097116
808	0.2159201407
809	0.2158592911
810	0.2157833414
811	0.215782175
812	0.2157338989
813	0.2156564846
814	0.2156469503
815	0.2155211113
816	0.2154771244
817	0.2153994738
818	0.2153983316
819	0.2153363186
820	0.2152560612
821	0.2152016581
822	0.2151258501
823	0.2150523418
824	0.2150484397
825	0.2149668101
826	0.2149114304
827	0.2149024015
828	0.214830524
829	0.2148292056
830	0.2147557529
831	0.2147078479
832	0.2146435769
833	0.2145639876
834	0.2145629416
835	0.2144760693
836	0.2143938551
837	0.2143061636
838	0.21420741
839	0.2141824792
840	0.2141227748
841	0.2140408142
842	0.213968209
843	0.2139103522
844	0.2138028573
845	0.2137536054
846	0.2136555792
847	0.2135736617
848	0.2135106012
849	0.2134592854
850	0.2134556339
851	0.2134067261
852	0.213292482
853	0.2132432444
854	0.2131717316
855	0.2131707096
856	0.2130764912
857	0.2129515118
858	0.2128740307
859	0.2128255595
860	0.2127581818
861	0.2127547693
862	0.2127129052
863	0.2127096709
864	0.2126113733
865	0.2125903514
866	0.2125224191
867	0.212511429
868	0.2125083858
869	0.212459716
870	0.2123971488
871	0.2123129517
872	0.2122576685
873	0.2122369221
874	0.212172524
875	0.2121273642
876	0.2120444727
877	0.2119610689
878	0.2118198448
879	0.2117885735
880	0.2117274272
881	0.211647573
882	0.2115962002
883	0.2114956818
884	0.2114514982
885	0.2113355807
886	0.2112584198
887	0.2111688428
888	0.2111194412
889	0.211019917
890	0.2109348472
891	0.2109050842
892	0.2108967801
893	0.2108210811
894	0.2107563295
895	0.2106811028
896	0.2106286019
897	0.2105531437
898	0.2104626624
899	0.2104235384
900	0.2103004562
901	0.2102515225
902	0.2101422057
903	0.2100811654
904	0.2100115241
905	0.2099150537
906	0.209844624
907	0.2097746785
908	0.2097285994
909	0.2096433385
910	0.2095906997
911	0.209545441
912	0.2094806182
913	0.2094069531
914	0.2093313163
915	0.2092601018
916	0.2091944424
917	0.2090926231
918	0.2090271923
919	0.2090262307
920	0.2089347046
921	0.2088697779
922	0.2087568914
923	0.2087559447
924	0.2086650186
925	0.2085744893
926	0.20857356
927	0.2085239399
928	0.2084710105
929	0.2084033853
930	0.208335388
931	0.2082987559
932	0.2082055345
933	0.2081918457
934	0.2081299679
935	0.2080479659
936	0.208000274
937	0.2079269247
938	0.2078384011
939	0.2077996156
940	0.2077088101
941	0.2076381144
942	0.2075921668
943	0.2075125432
944	0.2074672311
945	0.2074300144
946	0.2073906716
947	0.2073750061
948	0.20733658
949	0.2072601596
950	0.2071763487
951	0.2071184108
952	0.2070458997
953	0.2070014835
954	0.2069348396
955	0.2069052346
956	0.2068228951
957	0.2067809557
958	0.2067079814
959	0.206632865
960	0.2065543939
961	0.2064881327
962	0.2063860601
963	0.2063262213
964	0.2062990112
965	0.2062108536
966	0.2061695659
967	0.2061004288
968	0.2060222341
969	0.2059369462
970	0.2058748938
971	0.2058221662
972	0.2057877948
973	0.2057253789
974	0.2056344549
975	0.2055899466
976	0.2055314896
977	0.2054949703
978	0.2054371247
979	0.2053709712
980	0.2053281246
981	0.2052700385
982	0.2052351237
983	0.2051873618
984	0.2051473781
985	0.2051202429
986	0.2050591916
987	0.2049880106
988	0.2049269515
989	0.2048316146
990	0.2048041201
991	0.2047685316
992	0.2047026032
993	0.2046458466
994	0.2045578819
995	0.204512223
996	0.2044152247
997	0.2043507511
998	0.2042925444
999	0.204235963
