http://mathprofi.ru/vozrastanie_ubyvanie_ekstremumy_funkcii.html , Возрастание убывание и экстремумы функции
http://mathprofi.ru/mnozhestva.html, Множества. Операции над множествами. Отображение множеств. Мощность множества
http://mathprofi.ru/kak_naiti_proizvodnuju.html, Как найти производную?
http://mathprofi.ru/opredelenie_proizvodnoi_smysl_proizvodnoi.html, Что такое производная? Определение и смысл производной функции
http://mathprofi.ru/deistviya_s_matricami.html, Действия с матрицами
